item,statement,claim
Q33196,P460,['Q12887356']
Q192154,P31,['Q16521']
Q192154,P105,"['Q2752679', 'Q23760204', 'Q3150876']"
Q192154,P171,"['Q133527', 'Q11973077', 'Q756']"
Q192154,P910,['Q9012500']
Q192154,P138,['Q33196']
Q192154,P2737,['Q23766486']
Q192154,P279,['Q756']
Q192154,P2579,['Q133501250']
Q12150,P31,"['Q7748', 'Q3258287']"
Q12150,P17,['Q79']
Q55230,P106,"['Q28389', 'Q2526255', 'Q3282637', 'Q1930187']"
Q55230,P19,['Q102397']
Q55230,P27,"['Q145', 'Q28']"
Q55230,P31,['Q5']
Q55230,P20,['Q2580135']
Q55230,P509,['Q12192']
Q55230,P735,['Q18177147']
Q55230,P26,['Q8076553']
Q55230,P1196,['Q3739104']
Q55230,P166,"['Q504298', 'Q787148', 'Q2285858']"
Q55230,P1411,"['Q504298', 'Q504298', 'Q41417', 'Q107258']"
Q55230,P69,"['Q31519', 'Q122453']"
Q55230,P1412,"['Q1860', 'Q9067']"
Q55230,P361,['Q3400831']
Q55230,P21,['Q6581097']
Q55230,P7084,['Q9665949']
Q55230,P1327,['Q55234']
Q55230,P1343,['Q50008']
Q55230,P734,['Q21491299']
Q55230,P937,['Q145']
Q504,P26,['Q2834263']
Q504,P106,"['Q15973695', 'Q4164507', 'Q6625963', 'Q11774202', 'Q214917', 'Q15949613', 'Q4263842', 'Q17337766', 'Q1930187', 'Q36180', 'Q49757', 'Q33231', 'Q8178443']"
Q504,P19,"['Q90', 'Q3449906']"
Q504,P20,"['Q90', 'Q3450607']"
Q504,P119,"['Q188856', 'Q746647']"
Q504,P27,"['Q142', 'Q145']"
Q504,P103,['Q150']
Q504,P910,['Q7940300']
Q504,P31,['Q5']
Q504,P800,"['Q6027', 'Q268545', 'Q741304', 'Q1138346']"
Q504,P735,"['Q13426635', 'Q221774', 'Q2958359', 'Q15235674']"
Q504,P1343,"['Q4173137', 'Q19180675', 'Q602358', 'Q17378135', 'Q16082057', 'Q867541', 'Q4239850', 'Q51955019', 'Q67311526', 'Q19098835', 'Q3181656', 'Q116452747', 'Q2041543', 'Q1029706']"
Q504,P22,['Q3086081']
Q504,P25,['Q3588827']
Q504,P135,"['Q55996', 'Q210115']"
Q504,P40,"['Q21914341', 'Q21914340']"
Q504,P1196,['Q21142718']
Q504,P734,['Q16291233']
Q504,P1411,"['Q37922', 'Q37922']"
Q504,P737,['Q9711']
Q504,P166,"['Q10855271', 'Q10855195', 'Q130762055']"
Q504,P509,['Q125367']
Q504,P140,['Q7066']
Q504,P1412,['Q150']
Q504,P21,['Q6581097']
Q504,P451,['Q2414711']
Q504,P6379,"['Q239303', 'Q213322']"
Q504,P793,['Q173457']
Q504,P6886,['Q150']
Q504,P39,"['Q105235015', 'Q105235015']"
Q504,P7763,['Q71887839']
Q504,P1889,['Q3723797']
Q504,P101,['Q8242']
Q504,P5008,['Q6173448']
Q504,P485,"['Q22341583', 'Q58091809']"
Q504,P1344,['Q120489692']
Q504,P3342,"['Q35548', 'Q23441']"
Q1543753,P910,['Q6227146']
Q1543753,P279,['Q82955']
Q5323521,P31,"['Q1331793', 'Q658255']"
Q5323521,P749,['Q61205003']
Q5323521,P1552,['Q4484979']
Q5323521,P1343,['Q61224843']
Q39476,P106,"['Q4610556', 'Q10800557', 'Q2259451', 'Q15253558', 'Q970153', 'Q2405480', 'Q33999', 'Q3357567', 'Q2526255']"
Q39476,P19,['Q749573']
Q39476,P27,['Q145']
Q39476,P31,['Q5']
Q39476,P69,"['Q780745', 'Q49114', 'Q5689654', 'Q610999', 'Q1505816', 'Q15228756']"
Q39476,P735,"['Q541194', 'Q264002', 'Q27670019']"
Q39476,P734,['Q1184721']
Q39476,P1412,"['Q1860', 'Q150']"
Q39476,P800,"['Q216930', 'Q675468', 'Q19946102', 'Q56881140', 'Q286868']"
Q39476,P21,['Q6581072']
Q39476,P1889,['Q229535']
Q39476,P166,"['Q1445524', 'Q18154825', 'Q24275937', 'Q24248365']"
Q39476,P1411,['Q601549']
Q39476,P1884,['Q28868833']
Q39476,P1340,['Q17244894']
Q39476,P103,['Q7979']
Q39476,P172,['Q42406']
Q39476,P6886,['Q7979']
Q39476,P451,"['Q2217951', 'Q116636']"
Q39476,P551,['Q1384']
Q39476,P1327,['Q105682']
Q39476,P1343,['Q67311526']
Q39476,P512,['Q163727']
Q39476,P5008,['Q60687720']
Q5373358,P31,['Q5']
Q5373358,P21,['Q6581097']
Q5373358,P106,"['Q2526255', 'Q36834', 'Q3282637', 'Q29352392', 'Q15995642', 'Q106568011', 'Q639669']"
Q5373358,P735,['Q18001873']
Q5373358,P27,['Q145']
Q5373358,P19,['Q84']
Q5373358,P1412,['Q1860']
Q5373358,P69,['Q248970']
Q5373358,P140,['Q32078']
Q5373358,P22,['Q325694']
Q5373358,P135,['Q7578123']
Q20012446,P31,"['Q55488', 'Q12819564', 'Q1339195', 'Q22808404']"
Q20012446,P17,['Q39']
Q20012446,P131,['Q4225']
Q20012446,P127,['Q83835']
Q20012446,P137,['Q83835']
Q20012446,P197,"['Q31444654', 'Q455450']"
Q20012446,P81,"['Q802938', 'Q677421']"
Q20012446,P1192,"['Q620819', 'Q115646641', 'Q115646654']"
Q20012446,P5817,['Q55654238']
Q20012446,P16,['Q195366']
Q2993746,P36,['Q84']
Q2993746,P31,['Q7188']
Q3724836,P31,['Q206615']
Q3724836,P279,['Q42948']
Q261362,P910,['Q8412883']
Q261362,P1889,['Q17175443']
Q261362,P460,['Q1690950']
Q261362,P366,"['Q629194', 'Q899277']"
Q261362,P279,['Q327333']
Q261362,P452,['Q123132297']
Q261362,P1343,['Q867541']
Q3505394,P31,['Q189819']
Q3053713,P279,['Q385378']
Q876096,P17,['Q96']
Q876096,P495,['Q96']
Q876096,P527,"['Q15660894', 'Q522171', 'Q10990']"
Q876096,P31,"['Q746549', 'Q69393237']"
Q110130526,P279,['Q33506']
Q110130526,P31,['Q63982911']
Q110130526,P2283,['Q5375738']
Q110130526,P1552,['Q5375738']
Q323652,P31,['Q1004']
Q323652,P495,['Q30']
Q323652,P407,['Q1860']
Q55610863,P279,['Q4022']
Q4531850,P31,['Q28640']
Q4531850,P425,['Q162606']
Q4531850,P279,"['Q3332438', 'Q864503', 'Q15924224']"
Q4531850,P910,['Q8413391']
Q110579,P31,['Q215380']
Q110579,P527,['Q88943']
Q110579,P136,['Q170435']
Q110579,P495,['Q183']
Q587926,P279,['Q756']
Q587926,P910,['Q7484678']
Q587926,P5008,['Q15305047']
Q1422683,P910,['Q8280390']
Q1422683,P31,"['Q28640', 'Q268592']"
Q1422683,P279,['Q786820']
Q16835342,P279,"['Q3589698', 'Q15221215', 'Q12973014']"
Q16835342,P17,['Q145']
Q16835342,P641,['Q10962']
Q2671604,P910,['Q6299977']
Q2671604,P279,['Q482']
Q2671604,P407,['Q1860']
Q2671604,P31,['Q109587099']
Q2671604,P361,['Q186579']
Q120768949,P31,['Q18608583']
Q120768949,P279,"['Q44637051', 'Q167170', 'Q18608583']"
Q466785,P31,['Q18127']
Q466785,P17,['Q183']
Q466785,P136,"['Q8341', 'Q592060']"
Q1344317,P31,['Q223393']
Q1344317,P279,"['Q482', 'Q471194']"
Q3323052,P31,"['Q46831', 'Q2221906']"
Q3323052,P17,['Q30']
Q3323052,P131,"['Q493236', 'Q1223']"
Q3323052,P610,['Q3321825']
Q3323052,P4552,['Q3086162']
Q3323052,P4777,"['Q3323042', 'Q3323122', 'Q401815']"
Q31454644,P31,"['Q55488', 'Q12819564', 'Q1339195', 'Q22808404']"
Q31454644,P17,['Q39']
Q31454644,P137,['Q83835']
Q31454644,P127,['Q83835']
Q31454644,P131,['Q14547']
Q31454644,P421,"['Q25989', 'Q6655']"
Q31454644,P1064,['Q1999572']
Q31454644,P197,"['Q31454658', 'Q31454631']"
Q31454644,P81,['Q801947']
Q31454644,P1192,['Q115646650']
Q31454644,P5817,['Q55654238']
Q31454644,P16,['Q195366']
Q5380687,P414,['Q13677']
Q5380687,P31,"['Q1331793', 'Q4830453', 'Q891723']"
Q5380687,P159,['Q47164']
Q5380687,P17,['Q30']
Q5380687,P112,['Q5116465']
Q5380687,P355,['Q731824']
Q5380687,P1056,['Q289']
Q5380687,P452,['Q11033']
Q3055356,P31,['Q107357104']
Q3055356,P279,['Q11639']
Q3055356,P1343,['Q5217764']
Q2189995,P279,"['Q746549', 'Q14915034']"
Q2189995,P156,['Q182940']
Q2189995,P1889,['Q96748570']
Q144403,P279,"['Q206615', 'Q6714735']"
Q144403,P366,"['Q2326110', 'Q918306']"
Q144403,P31,['Q106948086']
Q144403,P4600,"['Q151313', 'Q151324']"
Q66922,P17,['Q39']
Q66922,P31,"['Q685309', 'Q123705']"
Q66922,P131,['Q88464491']
Q66922,P910,['Q8948160']
Q66922,P1365,['Q15843815']
Q66922,P37,['Q150']
Q66922,P1366,['Q88464491']
Q640114,P279,['Q7239']
Q640114,P1552,['Q1759860']
Q640114,P461,['Q120971088']
Q640114,P31,['Q55597235']
Q652256,P279,"['Q11424', 'Q2367164']"
Q652256,P31,['Q201658']
Q652256,P910,['Q6840106']
Q931884,P361,['Q172331']
Q931884,P31,['Q189819']
Q931884,P279,['Q1056817']
Q16577447,P31,['Q9174']
Q16577447,P279,['Q5116872']
Q1772,P31,"['Q223393', 'Q124709316']"
Q1772,P279,['Q121614747']
Q1772,P1343,"['Q4173137', 'Q4532138', 'Q1768721', 'Q19180675', 'Q3181656', 'Q30059240', 'Q867541', 'Q602358', 'Q63284758', 'Q124355862', 'Q66386517', 'Q1970746']"
Q1772,P1889,['Q669777']
Q1772,P910,['Q9151824']
Q881611,P136,"['Q659396', 'Q557141']"
Q881611,P180,"['Q33550', 'Q1124680']"
Q881611,P31,"['Q659396', 'Q4989906', 'Q928357']"
Q881611,P17,['Q183']
Q881611,P131,['Q163966']
Q881611,P170,['Q714972']
Q881611,P1435,['Q811165']
Q881611,P276,['Q2013767']
Q881611,P186,"['Q41177', 'Q34095', 'Q34095', 'Q677']"
Q881611,P793,['Q3010369']
Q881611,P669,['Q160899']
Q881611,P84,['Q72120']
Q881611,P547,['Q33550']
Q881611,P2817,['Q15827544']
Q881611,P1343,['Q111792585']
Q179226,P910,['Q6583073']
Q179226,P1151,['Q10814975']
Q179226,P279,"['Q7590', 'Q3326454', 'Q114732027', 'Q47728']"
Q179226,P1424,['Q28739720']
Q179226,P1343,"['Q4114391', 'Q602358', 'Q106727050', 'Q867541', 'Q56441911']"
Q179226,P3095,"['Q2730732', 'Q11998775', 'Q13381458', 'Q1221610', 'Q846750', 'Q7332969']"
Q179226,P2283,"['Q2962941', 'Q11748378']"
Q179226,P2354,['Q2950573']
Q179226,P1889,['Q902378']
Q179226,P5008,['Q6173448']
Q5384640,P910,['Q14823831']
Q5384640,P31,['Q31629']
Q5384640,P2283,['Q2962941']
Q5384640,P279,['Q349']
Q5384640,P3095,['Q2730732']
Q2272017,P19,['Q126898']
Q2272017,P31,['Q5']
Q2272017,P106,"['Q3499072', 'Q156839', 'Q3427922', 'Q947873', 'Q6051619']"
Q2272017,P735,['Q18066790']
Q2272017,P27,['Q142']
Q2272017,P108,['Q6506539']
Q2272017,P21,['Q6581097']
Q2272017,P1412,['Q150']
Q2272017,P166,['Q13422140']
Q2272017,P734,['Q56540472']
Q2272017,P101,"['Q171141', 'Q192935', 'Q11707', 'Q15416', 'Q3972943']"
Q82696,P31,['Q5']
Q82696,P27,['Q30']
Q82696,P106,"['Q639669', 'Q2252262']"
Q82696,P735,['Q12788459']
Q82696,P19,['Q60']
Q82696,P264,['Q796316']
Q82696,P136,['Q11401']
Q82696,P734,['Q30315483']
Q82696,P21,['Q6581097']
Q82696,P1303,['Q17172850']
Q126401,P21,['Q6581097']
Q126401,P106,"['Q33999', 'Q10798782', 'Q4610556', 'Q10800557']"
Q126401,P27,['Q30']
Q126401,P31,['Q5']
Q126401,P19,['Q37836']
Q126401,P735,['Q12788459']
Q126401,P69,"['Q389336', 'Q6933690', 'Q1045167']"
Q126401,P734,['Q55644496']
Q126401,P1412,['Q1860']
Q126401,P103,['Q1860']
Q126401,P6886,['Q1860']
Q65454,P106,"['Q1930187', 'Q33231', 'Q957729', 'Q42909', 'Q185351']"
Q65454,P19,['Q64']
Q65454,P20,"['Q663764', 'Q7342', 'Q7341']"
Q65454,P27,['Q1206012']
Q65454,P31,['Q5']
Q65454,P735,['Q15277196']
Q65454,P734,['Q16029694']
Q65454,P2632,"['Q7341', 'Q323420', 'Q160175', 'Q15111616']"
Q65454,P793,"['Q5883980', 'Q76358269', 'Q63464846']"
Q65454,P1412,['Q188']
Q65454,P21,['Q6581097']
Q65454,P6379,"['Q163804', 'Q1700481', 'Q1976985', 'Q188740', 'Q1464509', 'Q17153751', 'Q2191118', 'Q160236', 'Q636942', 'Q700222', 'Q1507284', 'Q924335', 'Q913672', 'Q731126', 'Q702726', 'Q99349995', 'Q105026832']"
Q65454,P40,['Q61756414']
Q65454,P485,['Q700222']
Q65454,P1344,['Q69650272']
Q65454,P6275,['Q71521142']
Q65454,P69,['Q159895']
Q65454,P937,['Q36600']
Q65454,P7763,['Q71887839']
Q65454,P2868,"['Q5883980', 'Q2026714']"
Q65454,P512,['Q849697']
Q65454,P101,"['Q38926', 'Q7748', 'Q11633']"
Q65454,P551,"['Q649947', 'Q158095', 'Q162049']"
Q65454,P5008,['Q121437821']
Q65454,P9493,['Q64579481']
Q5388210,P31,['Q1207505']
Q5388210,P279,['Q756']
Q5389036,P279,['Q189819']
Q58121,P102,['Q499029']
Q58121,P69,"['Q28695', 'Q5710436']"
Q58121,P31,['Q5']
Q58121,P19,['Q1757']
Q58121,P39,"['Q2386529', 'Q2386529', 'Q19185575', 'Q17592486', 'Q17592486', 'Q17592486']"
Q58121,P106,"['Q82955', 'Q193391', 'Q1930187', 'Q8246794', 'Q201788', 'Q1238570']"
Q58121,P27,['Q33']
Q58121,P735,"['Q953931', 'Q19868629']"
Q58121,P140,['Q7066']
Q58121,P22,['Q728501']
Q58121,P25,['Q11900462']
Q58121,P734,['Q21504624']
Q58121,P166,"['Q11897497', 'Q10905171']"
Q58121,P1412,['Q1412']
Q58121,P21,['Q6581097']
Q58121,P108,['Q28695']
Q58121,P101,"['Q7163', 'Q36442', 'Q181648']"
Q31444624,P31,"['Q55488', 'Q12819564', 'Q1339195', 'Q22808404']"
Q31444624,P17,['Q39']
Q31444624,P137,['Q83835']
Q31444624,P127,['Q83835']
Q31444624,P131,"['Q7115', 'Q12121']"
Q31444624,P421,"['Q25989', 'Q6655']"
Q31444624,P1064,['Q1999572']
Q31444624,P197,"['Q31444648', 'Q31444660']"
Q31444624,P81,['Q677421']
Q31444624,P1192,['Q115646654']
Q31444624,P5817,['Q55654238']
Q31444624,P16,['Q195366']
Q69207,P19,['Q990064']
Q69207,P20,['Q365']
Q69207,P27,['Q27306']
Q69207,P31,['Q5']
Q69207,P735,"['Q292691', 'Q14038597']"
Q69207,P106,"['Q42973', 'Q289612']"
Q69207,P800,"['Q12499932', 'Q314092']"
Q69207,P119,['Q883970']
Q69207,P1343,"['Q602358', 'Q590208', 'Q302556', 'Q1029706']"
Q69207,P69,['Q51984']
Q69207,P1066,['Q151759']
Q69207,P910,['Q55309926']
Q69207,P21,['Q6581097']
Q69207,P6379,['Q842858']
Q69207,P734,['Q37276601']
Q69207,P7763,['Q71887839']
Q69207,P1412,['Q188']
Q69207,P101,"['Q12271', 'Q77590']"
Q69207,P937,"['Q1799', 'Q64']"
Q78767,P21,['Q6581097']
Q78767,P19,['Q1741']
Q78767,P20,['Q60']
Q78767,P27,"['Q30', 'Q40']"
Q78767,P31,['Q5']
Q78767,P463,['Q372899']
Q78767,P166,['Q1324112']
Q78767,P101,['Q506858']
Q78767,P106,"['Q33231', 'Q957729', 'Q1930187', 'Q36180', 'Q124361091']"
Q78767,P735,['Q292691']
Q78767,P937,['Q60']
Q78767,P734,['Q368894']
Q78767,P6379,"['Q239303', 'Q1976985', 'Q4819492', 'Q430682', 'Q188740', 'Q188740', 'Q924335', 'Q105026832', 'Q731126']"
Q78767,P1889,['Q20918526']
Q78767,P1344,['Q70438039']
Q78767,P6275,"['Q71521142', 'Q71528227']"
Q78767,P7763,['Q73555012']
Q78767,P5008,['Q121437821']
Q58051,P21,['Q6581097']
Q58051,P19,['Q1726']
Q58051,P20,['Q1726']
Q58051,P31,['Q5']
Q58051,P69,['Q13371']
Q58051,P102,['Q7320']
Q58051,P106,"['Q36180', 'Q2516866', 'Q1930187', 'Q201788', 'Q82955', 'Q173950']"
Q58051,P735,['Q292691']
Q58051,P512,['Q849697']
Q58051,P22,['Q92228']
Q58051,P40,['Q1298628']
Q58051,P26,['Q18757574']
Q58051,P119,['Q890502']
Q58051,P3373,['Q5392572']
Q58051,P734,['Q21491767']
Q58051,P1412,['Q188']
Q58051,P1344,['Q36749']
Q58051,P108,['Q658626']
Q58051,P1343,['Q67311526']
Q58051,P1299,"['Q97832455', 'Q123494064']"
Q58051,P3342,['Q352']
Q58051,P27,['Q183']
Q68863,P19,['Q517407']
Q68863,P20,['Q517407']
Q68863,P27,['Q630163']
Q68863,P31,['Q5']
Q68863,P106,"['Q36834', 'Q14915627', 'Q13219637', 'Q765778', 'Q16145150', 'Q639669']"
Q68863,P735,"['Q292691', 'Q14159020']"
Q68863,P734,['Q1510316']
Q68863,P1343,"['Q27680201', 'Q590208', 'Q602358', 'Q19180675', 'Q67311526', 'Q867541']"
Q68863,P910,['Q55309816']
Q68863,P1412,['Q188']
Q68863,P1303,['Q1444']
Q68863,P21,['Q6581097']
Q68863,P6886,['Q188']
Q68863,P101,"['Q8371', 'Q281460', 'Q56313250', 'Q5292', 'Q638']"
Q68863,P460,['Q117717024']
Q93996,P106,"['Q169470', 'Q4964182', 'Q1231865', 'Q121594', 'Q33231', 'Q82955']"
Q93996,P19,['Q11341603']
Q93996,P20,"['Q542921', 'Q504820']"
Q93996,P27,['Q42585']
Q93996,P31,['Q5']
Q93996,P463,"['Q543804', 'Q414188', 'Q684415']"
Q93996,P108,"['Q165980', 'Q622683', 'Q31519']"
Q93996,P735,['Q292691']
Q93996,P1343,"['Q17378135', 'Q27680201', 'Q19180675', 'Q602358', 'Q51955019', 'Q67311526', 'Q19190511', 'Q99413897', 'Q20078554', 'Q19219752', 'Q867541', 'Q4532138', 'Q126178049', 'Q126722605', 'Q115101618', 'Q130368343']"
Q93996,P185,"['Q2982487', 'Q7109921', 'Q5492544', 'Q86073']"
Q93996,P184,['Q86374']
Q93996,P910,['Q9940626']
Q93996,P40,['Q1458299']
Q93996,P1411,"['Q38104', 'Q38104', 'Q38104']"
Q93996,P166,['Q565030']
Q93996,P1196,['Q3739104']
Q93996,P119,['Q1030655']
Q93996,P734,['Q16876190']
Q93996,P509,['Q188874']
Q93996,P39,"['Q67653663', 'Q12049166']"
Q93996,P140,['Q7066']
Q93996,P1412,['Q188']
Q93996,P101,"['Q413', 'Q59115', 'Q7991', 'Q8434', 'Q5891']"
Q93996,P21,['Q6581097']
Q93996,P6886,['Q188']
Q93996,P737,"['Q86374', 'Q12718', 'Q144535', 'Q76516']"
Q93996,P135,['Q842333']
Q93996,P7763,['Q71887839']
Q93996,P26,['Q109242135']
Q93996,P69,"['Q1751240', 'Q12045282', 'Q165980']"
Q93996,P512,"['Q121594', 'Q121594']"
Q93996,P5008,['Q6173448']
Q93996,P551,['Q542921']
Q93996,P6104,['Q8487137']
Q93996,P937,['Q158239']
Q93996,P485,['Q39934978']
Q65108,P21,['Q6581097']
Q65108,P19,['Q3764']
Q65108,P27,['Q183']
Q65108,P103,['Q188']
Q65108,P40,"['Q91315', 'Q1250220']"
Q65108,P106,"['Q4964182', 'Q17489339', 'Q201788', 'Q1231865', 'Q1622272', 'Q15980158', 'Q5758653', 'Q82955', 'Q901']"
Q65108,P31,['Q5']
Q65108,P69,"['Q168426', 'Q20266330', 'Q153987', 'Q54096']"
Q65108,P108,"['Q155354', 'Q153006']"
Q65108,P166,"['Q6429692', 'Q1576495', 'Q36548107']"
Q65108,P735,['Q292691']
Q65108,P937,"['Q4082', 'Q3869']"
Q65108,P512,['Q849697']
Q65108,P20,['Q64']
Q65108,P1343,['Q17378135']
Q65108,P2650,['Q6223']
Q65108,P511,['Q211830']
Q65108,P101,['Q309']
Q65108,P734,['Q21509903']
Q65108,P1412,['Q188']
Q65108,P185,"['Q916675', 'Q23062717']"
Q65108,P1066,['Q48301']
Q65108,P800,['Q5436677']
Q88163,P19,['Q487522']
Q88163,P20,['Q1741']
Q88163,P27,"['Q40', 'Q664', 'Q533534']"
Q88163,P31,['Q5']
Q88163,P106,"['Q42973', 'Q1622272', 'Q131062']"
Q88163,P735,['Q292691']
Q88163,P149,['Q245188']
Q88163,P69,['Q414219']
Q88163,P119,['Q1515097']
Q88163,P734,['Q37125719']
Q88163,P108,"['Q414219', 'Q65118681']"
Q88163,P166,['Q651745']
Q88163,P21,['Q6581097']
Q88163,P6275,['Q71528227']
Q88163,P1412,['Q188']
Q88163,P802,['Q96593686']
Q88163,P7763,['Q73555012']
Q88163,P26,['Q95191922']
Q88163,P800,"['Q79309229', 'Q65952000']"
Q88163,P1327,['Q5057097']
Q88163,P22,['Q99508902']
Q1357196,P31,['Q378427']
Q1357196,P17,['Q183']
Q1357196,P138,['Q561089']
Q1357196,P279,['Q378427']
Q108609,P21,['Q6581097']
Q108609,P19,['Q6852']
Q108609,P27,['Q183']
Q108609,P20,['Q183']
Q108609,P607,"['Q361', 'Q362']"
Q108609,P31,['Q5']
Q108609,P735,['Q292691']
Q108609,P166,['Q120758']
Q108609,P106,['Q15980158']
Q108609,P410,['Q104680']
Q108609,P1412,['Q188']
Q87997,P27,['Q154195']
Q87997,P31,['Q5']
Q87997,P19,['Q14859']
Q87997,P106,"['Q42973', 'Q1281618', 'Q1028181']"
Q87997,P735,['Q292691']
Q87997,P69,"['Q414041', 'Q414052']"
Q87997,P166,['Q564942']
Q87997,P1343,"['Q590208', 'Q19180675', 'Q602358']"
Q87997,P21,['Q6581097']
Q87997,P734,['Q37319108']
Q87997,P40,"['Q52155048', 'Q65945825']"
Q87997,P119,['Q2327118']
Q87997,P7763,['Q71887839']
Q87997,P20,['Q1652617']
Q87997,P1412,['Q188']
Q3015661,P910,['Q8421677']
Q3015661,P279,"['Q11639', 'Q106466629']"
Q3015661,P31,['Q107357104']
Q3286043,P31,['Q28640']
Q3286043,P910,['Q8221880']
Q3286043,P279,"['Q4610556', 'Q852857']"
Q3286043,P1889,['Q161850']
Q1362588,P279,"['Q1307347', 'Q189819']"
Q1362588,P1343,"['Q4173137', 'Q112652432']"
Q1362588,P31,['Q4026292']
Q1362588,P361,['Q9268']
Q1362588,P1269,['Q102477']
Q86872,P106,"['Q864503', 'Q1622272', 'Q2374149']"
Q86872,P463,"['Q49738', 'Q543804', 'Q684415', 'Q833738', 'Q270794', 'Q833738']"
Q86872,P19,['Q1055']
Q86872,P20,['Q3806']
Q86872,P27,"['Q1206012', 'Q183']"
Q86872,P108,"['Q153978', 'Q54096', 'Q672420']"
Q86872,P31,['Q5']
Q86872,P1050,['Q11081']
Q86872,P69,"['Q152838', 'Q152087']"
Q86872,P735,['Q16747215']
Q86872,P937,"['Q3806', 'Q365']"
Q86872,P509,['Q11081']
Q86872,P1196,['Q3739104']
Q86872,P101,['Q441']
Q86872,P1412,['Q188']
Q86872,P166,"['Q55149541', 'Q57167962']"
Q86872,P21,['Q6581097']
Q86872,P737,['Q62767']
Q86872,P1343,['Q99413897']
Q86872,P39,['Q112071164']
Q86872,P734,['Q124285052']
Q78841,P21,['Q6581097']
Q78841,P31,['Q5']
Q78841,P19,['Q259893']
Q78841,P27,['Q40']
Q78841,P106,"['Q33231', 'Q1281618', 'Q15296811', 'Q957729', 'Q18074503', 'Q1622272']"
Q78841,P735,['Q16747215']
Q78841,P800,"['Q17640196', 'Q3316231']"
Q78841,P1343,"['Q1145552', 'Q67311526']"
Q78841,P937,['Q142']
Q78841,P69,"['Q877686', 'Q414219', 'Q871369']"
Q78841,P734,['Q37515335']
Q78841,P166,['Q1644841']
Q78841,P1412,['Q188']
Q78841,P1875,['Q19802737']
Q78841,P6275,['Q71528227']
Q78841,P6379,"['Q679527', 'Q303139', 'Q163804', 'Q1464509', 'Q430682', 'Q188740', 'Q2098074', 'Q8330', 'Q191228']"
Q78841,P7763,['Q73555012']
Q78841,P463,['Q112842455']
Q78841,P10527,['Q50920401']
Q78841,P101,['Q11634']
Q78841,P802,['Q124356410']
Q78841,P135,['Q186030']
Q78841,P9493,['Q64579481']
Q61767554,P279,"['Q9053464', 'Q3172759']"
Q357917,P31,"['Q207694', 'Q1007870']"
Q357917,P131,['Q8826']
Q357917,P17,['Q29']
Q357917,P159,['Q8826']
Q357917,P7561,['Q104554623']
Q357917,P8933,['Q107790445']
Q6099,P279,"['Q2095', 'Q10990', 'Q1427844']"
Q6099,P1889,['Q11293688']
Q6099,P495,['Q142']
Q614320,P279,"['Q10675206', 'Q129270']"
Q614320,P1582,"['Q3913022', 'Q3911844']"
Q614320,P361,['Q207965']
Q614320,P31,['Q1046284']
Q131505,P910,['Q6097023']
Q131505,P279,['Q5891']
Q131505,P1343,"['Q19180675', 'Q602358', 'Q63284758', 'Q3181656', 'Q2041543', 'Q20078554']"
Q131505,P461,['Q377379']
Q131505,P31,"['Q4671286', 'Q11862829', 'Q2915955', 'Q1826286']"
Q131505,P3095,['Q16004492']
Q131505,P1889,['Q25412095']
Q1754876,P1343,"['Q19219752', 'Q867541', 'Q56441911', 'Q124737635']"
Q1754876,P910,['Q55272248']
Q1754876,P279,['Q10884']
Q946318,P31,"['Q177634', 'Q1145276', 'Q2385804']"
Q946318,P37,['Q143']
Q946318,P135,['Q384764']
Q946318,P2936,['Q143']
Q946318,P85,['Q141005']
Q946318,P30,"['Q46', 'Q48', 'Q15', 'Q49', 'Q18', 'Q51', 'Q3960', 'Q5401', 'Q538', 'Q55643', 'Q27611', 'Q828', 'Q664609', 'Q19464773']"
Q946318,P279,['Q2221906']
Q300920,P910,['Q7026683']
Q300920,P279,['Q349']
Q300920,P3095,"['Q989470', 'Q4379701', 'Q63349295', 'Q116973139', 'Q117471360']"
Q300920,P31,"['Q31629', 'Q173799']"
Q300920,P2283,"['Q185270', 'Q8076', 'Q7889']"
Q300920,P5008,['Q6173448']
Q300920,P1151,['Q18535198']
Q5243850,P31,['Q2095']
Q5243850,P495,['Q96']
Q5243850,P527,['Q25618328']
Q5243850,P279,['Q94642761']
Q5243850,P17,['Q96']
Q85169152,P31,['Q571']
Q85169152,P407,['Q1860']
Q510575,P466,['Q4891418']
Q510575,P131,['Q170762']
Q510575,P31,"['Q483110', 'Q41176', 'Q1081138']"
Q510575,P17,['Q155']
Q510575,P641,['Q2736']
Q510575,P793,"['Q27136782', 'Q1417098', 'Q59913255', 'Q331483']"
Q510575,P1435,['Q108219471']
Q510575,P276,['Q120717941']
Q510575,P5008,['Q105730568']
Q510575,P669,['Q123655313']
Q823031,P31,"['Q31855', 'Q166118', 'Q45400320', 'Q1865249', 'Q33506']"
Q823031,P17,['Q191']
Q823031,P2283,['Q63302000']
Q823031,P5008,['Q57005414']
Q823031,P1454,['Q68660394']
Q823031,P749,['Q12363440']
Q823031,P910,['Q18069736']
Q823031,P159,['Q13972']
Q823031,P1037,['Q12377820']
Q823031,P452,['Q42240']
Q3591583,P279,"['Q270791', 'Q327333', 'Q15343039']"
Q3591583,P31,"['Q56427813', 'Q10541491']"
Q3591583,P910,['Q26266531']
Q3591583,P17,['Q142']
Q3591583,P1001,['Q142']
Q8960402,P31,['Q28823']
Q8960402,P1343,"['Q20078554', 'Q28888841']"
Q8960402,P279,['Q1314278']
Q17050251,P1001,['Q20']
